Geneid	NM001	NM002	NM003	NM004	NM005	TB001	TB002	TB003	TB004	TB005	AD001	AD002	AD003	AD004	AD005	SA001	SA002	SA003	SA004	SA005
ENSG00000223972	2	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0
ENSG00000227232	104	45	43	44	76	46	124	52	44	47	52	47	62	83	47	62	30	33	61	73
ENSG00000278267	0	3	0	0	1	1	17	2	0	3	11	1	2	3	4	11	4	3	9	10
ENSG00000243485	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000284332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240361	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000238009	0	2	1	0	0	0	4	1	0	0	0	0	1	0	0	6	1	1	1	0
ENSG00000239945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233750	3	2	3	8	2	3	1	2	6	3	13	3	2	0	31	12	0	20	9	18
ENSG00000268903	25	34	95	34	48	51	29	18	38	86	153	31	58	25	200	89	12	443	82	77
ENSG00000269981	19	11	29	5	10	20	30	15	26	45	103	12	22	4	100	38	13	250	57	91
ENSG00000239906	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	7
ENSG00000241860	6	11	6	5	2	8	23	5	4	10	31	2	6	0	9	14	2	28	51	4
ENSG00000222623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000241599	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSG00000279928	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	3
ENSG00000279457	346	216	128	167	258	165	317	192	166	134	187	217	325	414	270	202	115	86	169	89
ENSG00000273874	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0
ENSG00000228463	5	4	1	7	15	4	13	11	6	4	16	4	0	3	4	2	2	20	8	8
ENSG00000236679	1	0	0	1	1	1	2	1	2	0	2	2	0	1	2	1	1	2	0	0
ENSG00000236601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ENSG00000237094	21	21	20	0	17	18	47	36	18	32	77	5	15	1	51	14	15	55	66	37
ENSG00000269732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233653	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
ENSG00000250575	2	6	1	4	6	6	10	6	2	12	19	5	16	10	8	10	1	48	14	1
ENSG00000278757	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000230021	5	3	2	0	1	2	0	3	1	1	8	1	2	0	0	2	4	12	3	13
ENSG00000235146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225972	3	3	7	3	16	5	28	19	8	4	13	10	7	2	6	15	5	5	8	12
ENSG00000225630	140	146	96	52	254	145	550	907	110	266	195	120	378	30	121	339	242	213	312	8049
ENSG00000237973	725	780	383	470	1073	772	1341	1576	550	826	573	532	511	82	456	850	887	1164	491	335
ENSG00000278791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229344	7	5	0	1	12	5	12	45	11	10	9	3	19	4	8	12	12	7	1	2
ENSG00000240409	0	0	0	0	3	1	2	10	1	4	0	1	3	0	2	1	2	0	0	0
ENSG00000248527	4034	5614	4988	3118	10652	5238	16755	18216	7203	10705	7389	4686	9267	1460	4625	13093	10060	14881	4750	8490
ENSG00000198744	10	17	5	0	52	15	76	110	123	18	21	17	37	3	13	27	18	21	24	8
ENSG00000268663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000284662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229376	1	0	0	0	0	2	5	2	1	1	2	0	2	0	5	3	0	12	1	3
ENSG00000228327	48	45	15	29	31	76	109	64	59	28	134	36	125	26	94	89	51	126	167	103
ENSG00000223181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000237491	9	4	2	9	1	5	31	12	10	9	26	5	32	7	18	22	6	11	12	17
ENSG00000230092	7	6	6	1	7	3	3	2	1	2	9	5	4	11	5	1	6	3	2	4
ENSG00000177757	3	12	1	14	3	8	2	9	3	2	7	1	4	1	2	3	4	0	1	6
ENSG00000228794	231	314	158	125	276	234	307	485	188	217	198	346	89	115	155	226	228	83	89	171
ENSG00000225880	3	3	5	2	3	10	23	9	9	12	24	12	11	14	6	12	1	12	6	5
ENSG00000230368	8	3	0	4	2	5	2	1	1	0	1	1	0	0	0	0	4	2	1	2
ENSG00000234711	4	0	1	0	0	2	0	2	2	0	0	0	0	0	0	0	0	1	0	0
ENSG00000283040	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000272438	0	0	0	0	0	0	6	0	0	1	2	0	0	1	0	0	0	0	2	0
ENSG00000230699	0	0	0	0	0	0	20	2	1	1	3	0	0	0	3	2	0	9	2	0
ENSG00000241180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223764	14	53	7	6	44	36	263	93	72	57	70	0	5	0	14	68	14	3	4	28
ENSG00000187634	40	193	44	36	235	164	867	823	204	188	191	31	19	11	31	163	115	13	49	68
ENSG00000188976	1129	1175	788	558	952	1075	807	961	852	988	1072	1538	1621	1817	2192	912	731	458	1141	931
ENSG00000187961	68	90	57	88	73	88	365	103	133	101	221	104	109	131	389	134	91	122	106	118
ENSG00000187583	8	48	21	10	15	31	10	11	24	39	66	149	44	266	326	22	16	40	162	68
ENSG00000187642	6	12	5	7	13	7	15	3349	7	11	10	43	16	305	138	5	9	41	28	19
ENSG00000272512	15	25	12	11	33	13	131	39	72	45	14	37	12	55	530	52	35	288	9	25
ENSG00000188290	304	531	1260	1053	641	266	1192	414	331	639	238	637	221	1315	1864	514	358	7180	241	239
ENSG00000187608	356	964	1794	1257	933	419	481	192	558	547	534	2471	1150	7127	2610	743	394	10204	358	414
ENSG00000231702	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
ENSG00000224969	1	0	0	0	0	0	4	1	0	1	1	0	3	0	4	0	0	1	0	3
ENSG00000188157	7412	4788	2698	1892	6488	4265	3027	911	4848	5458	2430	6051	3924	4728	21850	3626	5174	1252	8303	5980
ENSG00000242590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217801	8	22	36	13	16	9	7	8	14	13	36	71	19	455	118	10	16	56	50	5
ENSG00000273443	0	2	1	0	0	0	0	1	1	2	0	8	1	6	31	0	0	4	0	0
ENSG00000237330	33	7	94	21	39	11	0	0	12	7	15	29	3	71	51	3	42	0	19	13
ENSG00000131591	163	118	112	150	138	113	280	84	93	159	188	199	289	560	439	139	132	58	135	157
ENSG00000223823	2	0	0	1	0	0	3	0	0	0	2	0	1	1	0	0	0	2	1	6
ENSG00000207730	0	1	0	0	0	2	0	0	1	1	3	2	1	0	0	1	1	0	2	2
ENSG00000207607	8	0	1	2	0	0	0	0	1	0	4	2	0	0	0	0	0	1	3	0
ENSG00000198976	4	0	0	2	0	4	0	0	1	0	2	0	3	0	3	1	0	9	2	1
ENSG00000272141	29	4	7	18	8	8	1	1	8	18	36	11	90	17	55	8	12	17	37	21
ENSG00000205231	24	3	2	8	4	2	10	9	6	3	7	3	17	0	0	1	23	41	0	1
ENSG00000162571	163	8	28	29	32	28	36	12	15	10	16	9	34	3	7	15	64	119	0	12
ENSG00000186891	20	67	50	82	22	118	66	22	184	128	160	228	581	313	481	137	99	250	18	55
ENSG00000186827	87	95	95	172	135	107	169	102	287	295	233	295	303	331	175	219	333	362	72	198
ENSG00000078808	3970	4356	3804	4022	3816	3457	4868	2451	2869	4060	3261	4261	3559	4693	4686	2680	2189	1549	2903	2543
ENSG00000176022	699	635	477	473	548	710	595	208	463	592	569	732	728	832	757	399	330	183	392	401
ENSG00000184163	4	19	6	13	13	9	64	13	11	6	19	6	21	26	13	14	5	6	8	4
ENSG00000260179	1	3	2	1	3	2	4	3	4	5	2	1	9	7	7	10	2	1	2	1
ENSG00000160087	1016	875	1483	1288	1015	863	1021	778	751	780	862	898	1436	1677	1108	868	599	495	642	668
ENSG00000230415	7	10	1	2	8	8	41	21	4	15	13	7	5	2	2	4	0	7	7	15
ENSG00000162572	34	19	28	34	31	31	205	101	62	62	54	19	46	24	45	79	53	26	53	108
ENSG00000131584	576	737	508	478	808	551	2281	1323	702	793	910	653	743	1385	1833	780	530	530	750	1363
ENSG00000278073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169972	117	154	138	160	126	111	132	83	97	116	132	242	160	661	375	92	94	52	157	175
ENSG00000127054	1457	1108	936	1018	1266	1059	2008	1427	958	1260	1372	1169	2326	2871	2110	1237	947	719	1074	1215
ENSG00000283712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	11	16	5	12	5	7	64	35	18	10	42	12	45	21	36	24	12	15	14	13
ENSG00000224051	687	557	310	587	580	428	641	736	325	556	506	896	635	1656	754	456	285	257	370	485
ENSG00000169962	51	28	13	29	19	73	50	29	64	52	225	25	96	85	54	70	82	141	24	44
ENSG00000107404	2201	1351	1388	1174	1847	1010	1536	6219	867	1274	1023	1503	1193	4295	2160	1048	1145	568	2069	1281
ENSG00000284372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162576	1680	2187	856	954	3007	2363	10775	3773	2728	4092	1935	675	1256	9166	1899	2709	1474	216	323	2304
ENSG00000175756	1074	1074	1792	2243	1416	805	1149	1953	751	1064	803	1855	1813	8733	2159	962	713	868	869	717
ENSG00000223663	0	0	0	0	1	0	2	0	0	0	1	0	4	0	5	0	1	5	0	0
ENSG00000221978	797	600	552	910	705	907	5383	1565	1394	1302	2690	521	2217	1669	2178	2243	1597	759	1630	2296
ENSG00000224870	318	240	119	281	307	239	250	110	165	208	322	331	313	324	281	215	116	104	220	202
ENSG00000242485	851	732	1315	1630	1054	776	691	995	599	714	659	1685	1569	2264	1440	781	636	346	576	485
ENSG00000264293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272455	10	8	2	15	15	25	29	0	10	12	40	26	152	71	60	44	7	13	32	16
ENSG00000235098	454	234	164	239	389	204	309	158	290	165	378	361	1208	442	419	250	209	140	255	214
ENSG00000225905	6	2	7	9	2	3	4	2	3	6	5	18	14	9	8	6	8	2	2	5
ENSG00000205116	6	1	1	0	2	10	4	1	1	1	6	75	1	23	11	1	0	6	0	16
ENSG00000225285	32	32	46	46	38	20	29	19	31	23	82	34	16	63	31	28	41	15	27	35
ENSG00000179403	2068	2749	1931	2118	2725	2757	2489	832	2643	3048	4877	6014	1294	3885	4190	2734	2151	348	1413	1915
ENSG00000215915	185	215	269	162	354	139	43	14	92	107	121	936	93	95	46	100	59	78	5	16
ENSG00000160072	289	314	324	283	267	265	726	309	328	444	556	490	981	1808	911	206	273	286	470	516
ENSG00000284740	6	7	11	20	14	7	8	8	9	7	4	14	16	25	0	6	3	17	13	10
ENSG00000197785	388	463	337	306	385	431	367	428	315	373	568	715	1117	3246	1240	510	271	235	445	349
ENSG00000205090	37	44	18	27	53	17	136	45	23	41	20	45	11	66	40	26	29	6	4	9
ENSG00000160075	2364	2360	3596	2718	3037	2335	1550	2119	1708	2080	2102	3901	1576	4452	3226	1978	1557	1221	1066	1244
ENSG00000215014	20	27	32	11	21	12	9	11	16	20	21	11	18	7	8	15	13	15	3	9
ENSG00000274481	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000228594	222	268	165	114	217	183	176	48	132	208	173	715	126	446	324	114	108	47	81	90
ENSG00000272106	137	68	102	57	121	83	60	206	56	44	96	148	32	30	41	90	42	52	69	48
ENSG00000197530	1140	926	667	650	1113	819	3018	2783	870	1045	1082	766	915	1318	1234	1070	654	770	642	886
ENSG00000189409	61	91	53	97	171	85	616	153	101	84	131	5	36	10	31	79	56	21	4	34
ENSG00000248333	1009	938	736	532	1119	909	907	940	714	855	1020	917	1150	1649	1040	847	683	775	555	543
ENSG00000272004	1	0	0	0	0	0	0	1	0	0	3	6	2	0	1	0	1	0	0	1
ENSG00000189339	1563	1129	400	770	1228	1140	1656	912	1165	955	1329	718	1266	285	857	1059	732	452	1056	1091
ENSG00000269737	5	20	1	14	11	7	34	3	98	43	83	11	55	3	34	28	67	11	23	39
ENSG00000215914	20	33	4	23	65	20	85	48	34	16	30	5	9	6	7	30	10	5	3	0
ENSG00000008128	17	23	10	22	25	9	71	12	40	31	41	20	37	23	38	47	31	32	30	39
ENSG00000268575	18	32	4	19	21	18	42	13	34	17	60	20	24	8	33	18	24	32	30	35
ENSG00000227775	47	98	10	41	85	36	110	31	120	64	243	45	116	30	81	129	124	25	188	117
ENSG00000215790	131	70	32	46	75	101	186	65	50	40	59	26	44	8	25	63	57	40	96	61
ENSG00000008130	1325	1692	1584	1123	1225	1571	1771	840	1542	1518	1607	1665	1482	1123	1539	1235	867	4771	1811	1703
ENSG00000078369	9077	7912	9167	6694	8605	7823	5755	3315	6799	7482	5808	8701	8520	5858	6582	6821	6601	3950	4954	4522
ENSG00000231050	4	0	2	4	4	1	6	7	4	1	2	3	13	4	2	3	3	17	4	2
ENSG00000169885	0	1	0	4	3	1	14	1067	2	3	11	1	29	0	1	1	0	17	4	5
ENSG00000178821	16	13	16	16	12	9	2	1994	6	8	11	15	39	4	13	15	17	19	72	37
ENSG00000142609	149	4	18	20	59	15	14	9	7	4	18	5	14	3	5	8	193	80	3	23
ENSG00000233542	0	0	0	0	0	0	2	0	1	2	5	0	1	0	1	4	1	3	1	13
ENSG00000187730	31	18	31	10	49	23	38	6	20	47	15	11	24	20	16	62	12	19	54	102
ENSG00000226969	2	0	0	6	2	0	0	0	0	3	0	0	0	0	1	0	0	9	2	0
ENSG00000067606	1442	755	1231	894	1281	473	51	23	409	466	343	631	126	224	363	334	509	169	1292	1014
ENSG00000271806	2	5	6	2	2	8	0	0	8	1	9	0	0	0	3	3	1	18	24	8
ENSG00000182873	30	45	16	17	28	17	36	15	32	34	53	24	23	9	27	54	14	17	79	110
ENSG00000162585	608	570	759	950	957	539	838	443	470	630	634	560	1253	2795	941	644	365	396	648	745
ENSG00000234396	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000157933	3530	4176	2095	1545	3877	3451	3000	2275	3101	3619	2275	1376	1764	315	2106	3221	2828	625	1164	2015
ENSG00000116151	129	80	94	63	87	86	93	45	77	61	86	105	141	129	128	77	159	79	97	101
ENSG00000272161	0	2	0	0	0	0	1	0	3	0	1	0	1	0	0	2	1	3	0	2
ENSG00000269896	42	19	11	4	39	13	33	17	40	29	27	35	33	14	34	26	30	24	34	61
ENSG00000272420	4	1	0	6	2	2	16	2	2	1	3	2	31	9	13	7	3	2	8	3
ENSG00000157916	1469	1358	1899	2373	1405	1264	1293	927	1115	1209	1270	2006	1540	2634	2405	1099	1144	611	1183	1031
ENSG00000157911	270	245	358	296	305	277	156	204	161	172	203	499	272	341	349	161	187	61	251	255
ENSG00000149527	58	24	21	20	41	138	150	56	155	65	178	55	277	14	918	138	161	125	8	42
ENSG00000224387	0	0	0	3	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0
ENSG00000229393	0	0	0	0	0	0	6	0	1	0	1	0	4	0	5	1	0	0	0	4
ENSG00000157881	423	411	291	341	427	357	400	519	400	409	442	419	417	205	446	393	309	242	255	285
ENSG00000197921	1	4	5	7	2	0	35	2	1	1	2	3	4	0	3	3	3	0	1	1
ENSG00000272449	38	32	44	48	35	24	47	7	59	56	42	68	51	80	39	28	37	229	20	36
ENSG00000238164	79	66	26	129	105	79	135	37	134	85	165	151	72	46	60	159	93	98	25	73
ENSG00000157873	992	1087	1005	1761	1079	1313	2311	540	2157	2081	1575	1403	1497	1592	1197	1527	1081	2847	403	663
ENSG00000225931	2	2	0	0	2	2	8	0	4	1	3	0	3	1	2	4	3	18	2	2
ENSG00000228037	5	2	3	4	5	1	8	3	6	7	11	4	19	3	3	12	8	32	0	4
ENSG00000157870	416	362	228	585	567	484	517	118	652	846	413	427	503	183	859	448	349	202	256	387
ENSG00000142606	37	14	23	75	39	7	13	4	16	26	11	0	2	2	22	14	2	6	3	5
ENSG00000237058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215912	57	15	6	8	34	11	8	1	13	7	8	6	13	1	11	14	44	13	5	16
ENSG00000283259	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000233234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177133	238	186	79	99	174	90	320	36	88	89	78	103	6	5	14	97	55	23	3	9
ENSG00000142611	571	347	237	136	331	333	216	54	240	194	279	413	15	4	72	224	195	30	4	42
ENSG00000283572	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226286	9	5	3	25	21	1	1	0	8	7	3	2	0	0	0	5	3	0	0	0
ENSG00000279839	1	0	0	0	2	1	1	0	1	0	2	2	0	0	0	5	0	1	0	0
ENSG00000272235	2	1	1	1	0	0	3	1	2	4	2	0	1	0	2	1	0	1	0	0
ENSG00000130762	255	156	155	130	249	122	87	22	109	107	267	528	375	374	1251	88	131	106	843	606
ENSG00000272088	2	2	0	0	0	4	2	1	1	0	3	0	3	0	2	0	0	0	1	6
ENSG00000162591	1959	2472	827	672	1837	1256	5847	4918	1084	1777	1685	766	999	435	788	1115	1149	419	472	1157
ENSG00000207776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000238260	4	0	0	0	0	1	10	2	2	1	13	0	8	4	0	5	2	6	7	5
ENSG00000158109	1827	1238	1232	1551	1700	1157	1112	1149	851	1083	926	1327	1126	1482	1534	1125	1005	594	824	732
ENSG00000116213	323	286	221	461	275	289	466	174	264	311	416	371	895	410	634	325	185	164	282	275
ENSG00000078900	176	19	6	4	48	55	8	12	42	42	58	120	950	16	717	21	122	76	45	123
ENSG00000227589	0	0	1	5	2	0	0	3	2	0	0	0	2	3	0	0	0	7	3	0
ENSG00000235131	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000227372	561	439	258	363	660	360	893	498	373	447	445	354	473	86	306	469	399	120	389	515
ENSG00000276189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	1	1	1	2	0	4	0	4	0	0	6	2	1	1	0	1	33	8	2
ENSG00000235169	101	47	88	221	83	68	25	12	25	17	45	186	23	47	14	40	39	20	50	38
ENSG00000130764	1063	764	525	729	801	822	719	1195	641	678	738	961	1344	907	1172	902	531	336	743	618
ENSG00000266075	3	1	1	2	3	1	1	1	0	2	2	1	1	8	0	1	0	6	3	0
ENSG00000272153	4	5	4	2	3	8	16	0	11	6	9	9	14	2	19	17	5	6	10	10
ENSG00000116198	1093	749	521	412	763	695	620	540	744	671	755	758	763	399	688	756	705	185	603	610
ENSG00000169598	98	69	50	115	49	73	137	41	118	103	104	69	84	40	70	119	67	48	53	105
ENSG00000198912	313	260	301	519	275	259	375	217	264	293	293	305	377	314	470	316	192	102	159	234
ENSG00000236423	7	3	5	3	5	6	1	7	6	2	11	6	15	15	12	7	4	13	14	8
ENSG00000233304	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0
ENSG00000226374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ENSG00000284668	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
ENSG00000284703	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	10	0	0
ENSG00000229280	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000235054	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0
ENSG00000284694	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0
ENSG00000227169	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232596	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0
ENSG00000196581	17	41	33	39	26	34	171	63	23	42	26	1	11	1	11	59	17	48	6	38
ENSG00000284739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231510	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0
ENSG00000284616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000284692	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1
ENSG00000284666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
ENSG00000283356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236948	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0
ENSG00000264341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000264101	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131697	435	303	167	162	292	297	298	120	226	275	341	212	305	134	366	243	265	144	324	299
ENSG00000069424	2024	2152	1483	1146	1081	2205	737	267	1675	2201	1743	748	917	550	511	1287	1013	1939	543	673
ENSG00000116254	5	2	6	8	12	7	4	11	4	7	8	1	8	3	0	2	4	37	2	1
ENSG00000116251	5190	4454	5616	7012	5448	5490	6082	4436	4645	5318	4377	5381	8883	10835	5935	7996	6881	1885	3751	2258
ENSG00000226944	6	0	1	2	5	1	4	2	2	6	4	1	4	5	3	1	3	4	3	4
ENSG00000158286	84	54	36	46	95	61	453	152	201	99	214	77	205	52	324	136	84	38	341	251
ENSG00000116237	1758	1706	931	926	1844	1487	1699	1872	1279	1432	1611	2461	1910	1775	3025	1225	1203	307	1461	1314
ENSG00000225077	1	4	0	3	0	2	1	5	1	0	6	9	23	3	5	2	1	12	3	0
ENSG00000173673	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000158292	789	884	483	457	1544	822	530	312	678	755	370	127	222	236	1570	849	500	111	486	360
ENSG00000097021	576	1036	1152	738	607	611	158	85	723	937	256	1070	1290	1335	1079	419	401	138	321	187
ENSG00000271746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069812	48	144	59	36	38	139	3	2	53	174	12	14	57	526	2474	38	40	25	8	13
ENSG00000187017	110	29	32	27	71	60	35	17	38	29	71	284	265	438	209	43	94	138	32	16
ENSG00000265392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000231868	1	0	0	0	0	1	1	0	1	1	0	0	0	0	3	0	0	15	0	1
ENSG00000215788	48	97	33	105	92	75	834	227	367	270	343	245	658	94	454	304	219	175	54	258
ENSG00000171680	309	406	115	158	281	200	1678	753	309	599	369	103	655	94	1000	369	472	91	122	406
ENSG00000162408	365	361	208	241	352	474	412	284	352	399	548	363	1045	402	520	569	352	165	416	552
ENSG00000253022	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000229519	0	0	0	0	0	0	3	1	3	2	4	0	4	5	4	0	1	4	7	5
ENSG00000173662	8	5	4	5	17	1	9	1	6	4	5	2	5	1	1	3	6	20	2	7
ENSG00000204859	362	305	257	280	340	285	376	163	315	316	436	337	449	347	337	406	293	344	289	325
ENSG00000162413	1103	2239	1640	596	1265	992	1299	3629	954	1043	963	1051	1089	1093	1663	828	865	2168	515	870
ENSG00000116273	316	366	359	160	342	383	515	670	471	314	292	350	445	302	694	375	321	111	188	186
ENSG00000041988	219	169	189	532	222	160	218	168	112	152	165	206	296	394	161	150	80	124	134	146
ENSG00000007923	436	369	296	235	325	393	279	357	323	393	443	405	488	174	502	305	297	122	445	415
ENSG00000228750	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0
ENSG00000284744	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	23	0	0
ENSG00000237436	1	9	7	9	1	2	10	18	3	9	4	3	7	18	10	3	5	0	4	2
ENSG00000171735	484	398	621	912	483	471	415	638	424	544	251	668	792	506	473	577	541	167	650	369
ENSG00000227950	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	2
ENSG00000237365	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000237402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000237728	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225126	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000270171	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	2	0	1	3	1
ENSG00000270035	1	0	1	1	4	3	1	0	0	0	1	3	2	0	0	2	4	1	2	0
ENSG00000269978	3	0	0	2	1	0	1	0	4	0	0	0	0	0	1	0	1	1	17	4
ENSG00000049245	3331	2244	2819	3645	2906	2489	1808	1458	1774	2177	1542	1930	1344	1405	2070	2239	2447	683	1612	1437
ENSG00000269925	4	2	2	3	1	2	19	0	9	2	11	4	6	9	7	6	8	2	6	8
ENSG00000049246	1116	586	339	452	1195	376	555	934	175	196	296	769	114	158	631	709	824	32	238	241
ENSG00000236266	3	4	1	1	0	0	9	2	0	2	1	3	0	0	5	4	6	1	2	3
ENSG00000049247	5	37	1	0	22	3	29	16	13	33	79	90	107	93	52	80	85	16	15	14
ENSG00000049249	7	70	232	13	24	231	8	32	446	233	137	248	206	70	78	132	143	204	11	32
ENSG00000270330	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0
ENSG00000116288	1838	1952	2961	4192	2624	1938	2021	3271	1834	1948	1833	3584	4474	5620	2899	2160	1850	941	1627	1554
ENSG00000200344	0	0	1	0	2	2	1	0	1	2	1	0	3	0	1	0	0	0	0	0
ENSG00000284747	9	12	27	2	16	19	10	20	52	22	15	7	28	12	22	20	21	31	26	62
ENSG00000284716	4	0	3	0	0	0	1	1	4	2	1	0	3	0	3	9	2	5	5	14
